id, username, created_at, lng, lat, text
1253061883411738624, HeyCMH, Wed Apr 22 20:43:28 +0000 2020, -97.747500, 30.267700, There's nothing more powerful than the words you tell yourself.⁠⠀⁠⠀Don't believe me?⁠⠀⁠⠀Grab a friend and hold… https://t.co/HQCjht59oN 
1253061883818631170, takahmama, Wed Apr 22 20:43:28 +0000 2020, -155.600000, 19.483333, Don’t turn your back on our planet...she’s all we’ve got. Taken Jan 2020 on Mauna Loa by our awesome tour guide Jam… https://t.co/ZOQVTJxPIu 
1253061884003131393, 2MrRose4, Wed Apr 22 20:43:28 +0000 2020, -83.173867, 32.678207, @Chucky_DaBoss you didn’t work today? 
1253061884149989377, taymarie619, Wed Apr 22 20:43:28 +0000 2020, -72.757385, 41.500753, @1GunnaGunna @LILUZIVERT @lilbaby4PF 
1253061883973611520, NWStornado, Wed Apr 22 20:43:28 +0000 2020, -94.450083, 31.565130, Tornado Warning including Nacogdoches TX, Center TX, Redfield TX until 4:30 PM CDT https://t.co/PWR7sCIpvT 
1253061884414013440, lauraaa_raee, Wed Apr 22 20:43:28 +0000 2020, -115.234435, 36.018805, @HandleOfRy @Nidi_Alvarez @riannevander @ericformanstan @ElectraKristen You can only come for the grammar wow 
1253061884477128707, theycallmekale, Wed Apr 22 20:43:28 +0000 2020, -91.537062, 41.647354, ok now i need a #paypig to buy the clothes lmfao but srs 
1253061884128956416, gayDDeVito, Wed Apr 22 20:43:28 +0000 2020, -96.416395, 42.459286, Ok... https://t.co/ZYb6ZCb0zJ 
1253061884690853888, NOSHAMEALLISON, Wed Apr 22 20:43:28 +0000 2020, -92.436774, 38.304558, CALUM HOOD BUY SOME NEW PANTS DAMMIT 
1253061883931897863, ChristyAliaga, Wed Apr 22 20:43:28 +0000 2020, -80.093180, 26.456148, 🌍 Celebrating Earth Day with my littles by going on a nature scavenger hunt and making these fun earth day coffee f… https://t.co/txe5zklEoq 
1253061885299130368, Eileenleftnotri, Wed Apr 22 20:43:28 +0000 2020, -71.471072, 41.431235, Here's a question - why doesn't America have teams out in Hazmat suits disinfecting public spaces?All over the Ea… https://t.co/14Tx1W7lzT 
1253061885299249166, barnaclebud, Wed Apr 22 20:43:28 +0000 2020, -72.613657, 40.944150, @GuardianOaks @1_Military_man @IlhanMN America does not have a cast system!! All men are created equal. Some squand… https://t.co/uEnXyE5sqV 
1253061886490247168, MaxMchunguzi, Wed Apr 22 20:43:29 +0000 2020, -117.197082, 33.688047, THANK YOU @beyongi_ FOR INVENTING INTERNATIONAL RELATIONS!!! 
1253061887253598208, ButcherBoy415, Wed Apr 22 20:43:29 +0000 2020, -122.435979, 37.770657, @spadoni_joe My wife just bought one 
1253061888126201857, JohnL93412587, Wed Apr 22 20:43:29 +0000 2020, -85.768241, 37.822244, @GovMikeHuckabee Damn , wish I could go. This bullshit needs to stop. 
1253061887555768320, VanEmrick, Wed Apr 22 20:43:29 +0000 2020, -97.552161, 35.482844, Emrick’s Van &amp; Storage has experienced moving labor to load and unload your rental trucks. Or, forget your DIY move… https://t.co/RlNumXpygY 
1253061888109359105, HERrealtors, Wed Apr 22 20:43:29 +0000 2020, -84.027500, 40.000600, See a virtual tour of our listing on 11855 Troy Road #NewCarlisle #OH  #realestate https://t.co/Ibx2Ejhpoz https://t.co/eMtPLMExSi 
1253061888734367751, robhimsiss, Wed Apr 22 20:43:29 +0000 2020, -94.976601, 29.767947, 😇 
1253061888885297152, bybobbybox, Wed Apr 22 20:43:29 +0000 2020, -79.272570, 43.629311, @theonlyshortboy Can I be blossom! 🥺 
